text,id,label,annotator,annotation_id,created_at,updated_at,lead_time
|[GCC](#安装gcc)|7.3.0|用于编译MindSpore的C++编译器|,7275,"[{""start"": 10, ""end"": 13, ""text"": ""gcc"", ""labels"": [""TOO""]}, {""start"": 15, ""end"": 20, ""text"": ""7.3.0"", ""labels"": [""NUM""]}, {""start"": 25, ""end"": 34, ""text"": ""MindSpore"", ""labels"": [""TOO""]}, {""start"": 35, ""end"": 38, ""text"": ""C++"", ""labels"": [""TOO""]}]",1,5005,2022-09-04T03:22:57.114416Z,2022-09-04T03:22:57.114416Z,26.585
|[昇腾AI处理器配套软件包](#安装昇腾ai处理器配套软件包)|-|MindSpore使用的Ascend平台AI计算库|,7273,"[{""start"": 2, ""end"": 14, ""text"": ""昇腾AI处理器配套软件包"", ""labels"": [""TOO""]}, {""start"": 35, ""end"": 44, ""text"": ""MindSpore"", ""labels"": [""TOO""]}]",1,5003,2022-09-04T03:22:15.914166Z,2022-09-04T03:22:15.914166Z,14.443
|Ubuntu 18.04/CentOS 7.6/EulerOS 2.8|-|编译和运行MindSpore的操作系统|,7272,"[{""start"": 1, ""end"": 13, ""text"": ""Ubuntu 18.04"", ""labels"": [""SYS""]}, {""start"": 14, ""end"": 24, ""text"": ""CentOS 7.6"", ""labels"": [""SYS""]}, {""start"": 25, ""end"": 36, ""text"": ""EulerOS 2.8"", ""labels"": [""SYS""]}, {""start"": 44, ""end"": 53, ""text"": ""MindSpore"", ""labels"": [""TOO""]}]",1,5002,2022-09-04T03:22:01.206083Z,2022-09-04T03:22:01.206083Z,32.778
下表列出了安装MindSpore所需的系统环境和第三方依赖。,7268,"[{""start"": 19, ""end"": 23, ""text"": ""系统环境"", ""labels"": [""NOU""]}, {""start"": 27, ""end"": 29, ""text"": ""依赖"", ""labels"": [""NOU""]}, {""start"": 7, ""end"": 16, ""text"": ""MindSpore"", ""labels"": [""TOO""]}]",1,4998,2022-09-04T03:21:25.275748Z,2022-09-04T03:21:25.275748Z,18.359
要激活虚拟环境，以Python 3.7为例，执行以下命令。,7256,"[{""start"": 9, ""end"": 16, ""text"": ""Python "", ""labels"": [""TOO""]}, {""start"": 16, ""end"": 19, ""text"": ""3.7"", ""labels"": [""NUM""]}, {""start"": 26, ""end"": 28, ""text"": ""命令"", ""labels"": [""NOU""]}, {""start"": 3, ""end"": 7, ""text"": ""虚拟环境"", ""labels"": [""NOU""]}]",1,4986,2022-09-04T03:20:46.588501Z,2022-09-04T03:20:46.588501Z,30.447
自动安装脚本会为MindSpore创建名为`mindspore_pyXX`的虚拟环境。其中`XX`为Python版本，如Python 3.7则虚拟环境名为`mindspore_py37`。执行以下命令查看所有虚拟环境。,7250,"[{""start"": 4, ""end"": 6, ""text"": ""脚本"", ""labels"": [""NOU""]}, {""start"": 8, ""end"": 17, ""text"": ""MindSpore"", ""labels"": [""TOO""]}, {""start"": 60, ""end"": 67, ""text"": ""Python "", ""labels"": [""TOO""]}, {""start"": 67, ""end"": 70, ""text"": ""3.7"", ""labels"": [""NUM""]}, {""start"": 98, ""end"": 100, ""text"": ""命令"", ""labels"": [""NOU""]}, {""start"": 104, ""end"": 108, ""text"": ""虚拟环境"", ""labels"": [""NOU""]}]",1,4980,2022-09-04T03:20:11.661584Z,2022-09-04T03:20:11.661584Z,82.137
在脚本执行完成后，需要重新打开终端窗口以使环境变量生效。,7248,"[{""start"": 15, ""end"": 19, ""text"": ""终端窗口"", ""labels"": [""NOU""]}, {""start"": 21, ""end"": 25, ""text"": ""环境变量"", ""labels"": [""NOU""]}]",1,4978,2022-09-04T03:18:48.348212Z,2022-09-04T03:18:48.348212Z,12.287
- 通过Conda安装MindSpore Ascend 310版本。,7246,"[{""start"": 4, ""end"": 9, ""text"": ""Conda"", ""labels"": [""TOO""]}, {""start"": 11, ""end"": 27, ""text"": ""MindSpore Ascend"", ""labels"": [""TOO""]}, {""start"": 28, ""end"": 31, ""text"": ""310"", ""labels"": [""NUM""]}]",1,4976,2022-09-04T03:18:34.670639Z,2022-09-04T03:18:34.670639Z,23.389
- 安装Conda并为MindSpore创建虚拟环境。,7245,"[{""start"": 4, ""end"": 9, ""text"": ""Conda"", ""labels"": [""TOO""]}, {""start"": 11, ""end"": 20, ""text"": ""MindSpore"", ""labels"": [""TOO""]}]",1,4975,2022-09-04T03:18:10.991868Z,2022-09-04T03:18:10.991868Z,12.378
- 安装MindSpore所需的依赖，如GCC，gmp。,7244,"[{""start"": 4, ""end"": 13, ""text"": ""MindSpore"", ""labels"": [""TOO""]}, {""start"": 20, ""end"": 23, ""text"": ""GCC"", ""labels"": [""TOO""]}, {""start"": 24, ""end"": 27, ""text"": ""gmp"", ""labels"": [""TOO""]}]",1,4974,2022-09-04T03:17:58.357737Z,2022-09-04T03:17:58.357737Z,17.095
# 如需指定Python和MindSpore版本，以Python 3.9和MindSpore 1.6.0为例,7237,"[{""start"": 26, ""end"": 33, ""text"": ""Python "", ""labels"": [""TOO""]}, {""start"": 33, ""end"": 36, ""text"": ""3.9"", ""labels"": [""NUM""]}, {""start"": 47, ""end"": 52, ""text"": ""1.6.0"", ""labels"": [""NUM""]}, {""start"": 37, ""end"": 47, ""text"": ""MindSpore "", ""labels"": [""TOO""]}]",1,4967,2022-09-04T03:17:34.183861Z,2022-09-04T03:17:34.183861Z,22.004
# 默认安装Python 3.7以及最新版本的MindSpore,7234,"[{""start"": 6, ""end"": 13, ""text"": ""Python "", ""labels"": [""TOO""]}, {""start"": 13, ""end"": 16, ""text"": ""3.7"", ""labels"": [""NUM""]}]",1,4964,2022-09-04T03:17:09.245846Z,2022-09-04T03:17:09.245846Z,23.527
wget https://gitee.com/mindspore/mindspore/raw/r1.7/scripts/install/euleros-ascend-conda.sh,7233,"[{""start"": 0, ""end"": 5, ""text"": ""wget "", ""labels"": [""COM""]}, {""start"": 23, ""end"": 32, ""text"": ""mindspore"", ""labels"": [""TOO""]}, {""start"": 33, ""end"": 42, ""text"": ""mindspore"", ""labels"": [""TOO""]}]",1,4963,2022-09-04T03:16:45.486805Z,2022-09-04T03:16:45.486805Z,19.971
使用以下命令获取自动安装脚本并执行。自动安装脚本仅支持安装MindSpore>=1.6.0。,7230,"[{""start"": 4, ""end"": 6, ""text"": ""命令"", ""labels"": [""NOU""]}, {""start"": 12, ""end"": 14, ""text"": ""脚本"", ""labels"": [""NOU""]}, {""start"": 22, ""end"": 24, ""text"": ""脚本"", ""labels"": [""NOU""]}, {""start"": 29, ""end"": 38, ""text"": ""MindSpore"", ""labels"": [""TOO""]}, {""start"": 40, ""end"": 45, ""text"": ""1.6.0"", ""labels"": [""NUM""]}]",1,4959,2022-09-04T03:16:19.518601Z,2022-09-04T03:16:19.518601Z,29.742
在使用自动安装脚本之前，需要确保系统正确安装了昇腾AI处理器配套软件包。如果没有安装，请先参考[安装昇腾AI处理器配套软件包](#安装昇腾ai处理器配套软件包)小节进行安装。,7228,"[{""start"": 7, ""end"": 9, ""text"": ""脚本"", ""labels"": [""NOU""]}, {""start"": 23, ""end"": 35, ""text"": ""昇腾AI处理器配套软件包"", ""labels"": [""TOO""]}]",1,4957,2022-09-04T03:15:48.557970Z,2022-09-04T03:15:48.557970Z,16.09
- 如果您的系统是Ubuntu 18.04/CentOS 7.6，或者已经安装了部分依赖，如CUDA，Conda，GCC等，则推荐参照[手动安装](#手动安装)小节的安装步骤手动安装。,7224,"[{""start"": 9, ""end"": 21, ""text"": ""Ubuntu 18.04"", ""labels"": [""SYS""]}, {""start"": 22, ""end"": 32, ""text"": ""CentOS 7.6"", ""labels"": [""SYS""]}, {""start"": 46, ""end"": 50, ""text"": ""CUDA"", ""labels"": [""TOO""]}, {""start"": 51, ""end"": 56, ""text"": ""Conda"", ""labels"": [""TOO""]}, {""start"": 57, ""end"": 60, ""text"": ""GCC"", ""labels"": [""TOO""]}]",1,4953,2022-09-04T03:15:28.664947Z,2022-09-04T03:15:28.664947Z,72.532
- 如果想在一个已经配置好昇腾AI处理器配套软件包的EulerOS 2.8上通过Conda安装MindSpore，可以使用[自动安装脚本](https://gitee.com/mindspore/mindspore/raw/r1.7/scripts/install/euleros-ascend-conda.sh)进行一键式安装，参见[自动安装](#自动安装)小节。自动安装脚本会安装MindSpore及其所需的依赖。,7222,"[{""start"": 26, ""end"": 37, ""text"": ""EulerOS 2.8"", ""labels"": [""SYS""]}, {""start"": 13, ""end"": 25, ""text"": ""昇腾AI处理器配套软件包"", ""labels"": [""TOO""]}, {""start"": 40, ""end"": 45, ""text"": ""Conda"", ""labels"": [""TOO""]}, {""start"": 47, ""end"": 56, ""text"": ""MindSpore"", ""labels"": [""TOO""]}, {""start"": 66, ""end"": 68, ""text"": ""脚本"", ""labels"": [""NOU""]}, {""start"": 70, ""end"": 156, ""text"": ""https://gitee.com/mindspore/mindspore/raw/r1.7/scripts/install/euleros-ascend-conda.sh"", ""labels"": [""LIN""]}, {""start"": 187, ""end"": 189, ""text"": ""脚本"", ""labels"": [""NOU""]}, {""start"": 192, ""end"": 201, ""text"": ""MindSpore"", ""labels"": [""TOO""]}]",1,4951,2022-09-04T03:14:14.742878Z,2022-09-04T03:14:14.742878Z,50.036
本文档介绍如何在Ascend 310环境的Linux系统上，使用Conda方式快速安装MindSpore，Ascend 310版本仅支持推理。,7220,"[{""start"": 21, ""end"": 26, ""text"": ""Linux"", ""labels"": [""SYS""]}, {""start"": 8, ""end"": 15, ""text"": ""Ascend "", ""labels"": [""TOO""]}, {""start"": 15, ""end"": 18, ""text"": ""310"", ""labels"": [""NUM""]}, {""start"": 32, ""end"": 39, ""text"": ""Conda方式"", ""labels"": [""MET""]}, {""start"": 43, ""end"": 52, ""text"": ""MindSpore"", ""labels"": [""TOO""]}, {""start"": 53, ""end"": 60, ""text"": ""Ascend "", ""labels"": [""TOO""]}, {""start"": 60, ""end"": 63, ""text"": ""310"", ""labels"": [""NUM""]}]",1,4949,2022-09-04T03:13:23.286104Z,2022-09-04T03:13:23.286104Z,43.914
[Conda](https://docs.conda.io/en/latest/)是一个开源跨平台语言无关的包管理与环境管理系统，允许用户方便地安装不同版本的二进制软件包与该计算平台需要的所有库。,7218,"[{""start"": 1, ""end"": 6, ""text"": ""Conda"", ""labels"": [""TOO""]}, {""start"": 8, ""end"": 40, ""text"": ""https://docs.conda.io/en/latest/"", ""labels"": [""LIN""]}, {""start"": 67, ""end"": 69, ""text"": ""用户"", ""labels"": [""PER""]}, {""start"": 79, ""end"": 85, ""text"": ""二进制软件包"", ""labels"": [""TOO""]}]",1,4947,2022-09-04T03:12:37.889071Z,2022-09-04T03:12:37.889071Z,53.471
- [Conda方式安装MindSpore Ascend 310版本](#conda方式安装mindspore-ascend-310版本),7202,"[{""start"": 3, ""end"": 10, ""text"": ""Conda方式"", ""labels"": [""MET""]}, {""start"": 12, ""end"": 28, ""text"": ""MindSpore Ascend"", ""labels"": [""TOO""]}, {""start"": 29, ""end"": 32, ""text"": ""310"", ""labels"": [""NUM""]}, {""start"": 37, ""end"": 44, ""text"": ""conda方式"", ""labels"": [""MET""]}, {""start"": 46, ""end"": 62, ""text"": ""mindspore-ascend"", ""labels"": [""TOO""]}, {""start"": 63, ""end"": 66, ""text"": ""310"", ""labels"": [""NUM""]}]",1,4931,2022-09-04T03:11:28.287923Z,2022-09-04T03:11:28.287923Z,38.403
# Conda方式安装MindSpore Ascend 310版本,7198,"[{""start"": 2, ""end"": 9, ""text"": ""Conda方式"", ""labels"": [""MET""]}, {""start"": 11, ""end"": 27, ""text"": ""MindSpore Ascend"", ""labels"": [""TOO""]}, {""start"": 28, ""end"": 31, ""text"": ""310"", ""labels"": [""NUM""]}]",1,4927,2022-09-04T03:10:46.934886Z,2022-09-04T03:10:46.934886Z,23.599
"创建目录放置样例代码工程，例如`/home/HwHiAiUser/Ascend/ascend-toolkit/20.0.RC1/acllib_linux.arm64/sample/acl_execute_model/ascend310_single_op_sample`，代码可以从[官网示例下载](https://obs.dualstack.cn-north-4.myhuaweicloud.com/mindspore-website/sample_resources/ascend310_single_op_sample.zip)获取，这是一个`[1, 2, 3, 4]`与`[2, 3, 4, 5]`相加的简单样例，代码工程目录结构如下:",7159,"[{""start"": 136, ""end"": 138, ""text"": ""代码"", ""labels"": [""NOU""]}, {""start"": 150, ""end"": 266, ""text"": ""https://obs.dualstack.cn-north-4.myhuaweicloud.com/mindspore-website/sample_resources/ascend310_single_op_sample.zip"", ""labels"": [""LIN""]}]",1,4888,2022-09-04T03:09:54.487332Z,2022-09-04T03:09:54.487332Z,20.412
安装好MindSpore之后，需要导出Runtime相关环境变量，下述命令中`LOCAL_ASCEND=/usr/local/Ascend`的`/usr/local/Ascend`表示配套软件包的安装路径，需注意将其改为配套软件包的实际安装路径。,7132,"[{""start"": 3, ""end"": 12, ""text"": ""MindSpore"", ""labels"": [""TOO""]}, {""start"": 28, ""end"": 32, ""text"": ""环境变量"", ""labels"": [""NOU""]}, {""start"": 35, ""end"": 37, ""text"": ""命令"", ""labels"": [""NOU""]}]",1,4861,2022-09-04T03:09:18.413894Z,2022-09-04T03:09:18.413894Z,30.936
wget https://ms-release.obs.cn-north-4.myhuaweicloud.com/${MS_VERSION}/MindSpore/ascend/{arch}/mindspore_ascend-${MS_VERSION/-/}-linux_aarch64.tar.gz --no-check-certificate,7126,"[{""start"": 0, ""end"": 4, ""text"": ""wget"", ""labels"": [""COM""]}, {""start"": 71, ""end"": 80, ""text"": ""MindSpore"", ""labels"": [""TOO""]}]",1,4855,2022-09-04T03:08:40.981697Z,2022-09-04T03:08:40.981697Z,15.221
# aarch64,7125,"[{""start"": 2, ""end"": 7, ""text"": ""aarch"", ""labels"": [""TOO""]}, {""start"": 7, ""end"": 9, ""text"": ""64"", ""labels"": [""NUM""]}]",1,4854,2022-09-04T03:08:25.510336Z,2022-09-04T03:08:25.510336Z,12.091
然后根据系统架构及Python版本执行如下命令安装MindSpore。,7118,"[{""start"": 21, ""end"": 23, ""text"": ""命令"", ""labels"": [""NOU""]}, {""start"": 9, ""end"": 15, ""text"": ""Python"", ""labels"": [""TOO""]}, {""start"": 25, ""end"": 34, ""text"": ""MindSpore"", ""labels"": [""TOO""]}]",1,4847,2022-09-04T03:08:08.868232Z,2022-09-04T03:08:08.868232Z,18.64
首先参考[版本列表](https://www.mindspore.cn/versions)选择想要安装的MindSpore版本，并进行SHA-256完整性校验。以1.7.0版本为例，执行以下命令。,7112,"[{""start"": 5, ""end"": 7, ""text"": ""版本"", ""labels"": [""NOU""]}, {""start"": 11, ""end"": 44, ""text"": ""https://www.mindspore.cn/versions"", ""labels"": [""LIN""]}, {""start"": 52, ""end"": 61, ""text"": ""MindSpore"", ""labels"": [""TOO""]}, {""start"": 81, ""end"": 86, ""text"": ""1.7.0"", ""labels"": [""NUM""]}, {""start"": 95, ""end"": 97, ""text"": ""命令"", ""labels"": [""NOU""]}]",1,4841,2022-09-04T03:07:45.014454Z,2022-09-04T03:07:45.014454Z,22.719
    执行安装脚本安装CMake，默认安装到`/usr/local`目录下。,7096,"[{""start"": 8, ""end"": 10, ""text"": ""脚本"", ""labels"": [""NOU""]}, {""start"": 12, ""end"": 17, ""text"": ""CMake"", ""labels"": [""TOO""]}]",1,4824,2022-09-04T02:51:58.922694Z,2022-09-04T02:51:58.922694Z,11.299
    # aarch64使用,7092,"[{""start"": 6, ""end"": 11, ""text"": ""aarch"", ""labels"": [""TOO""]}, {""start"": 11, ""end"": 13, ""text"": ""64"", ""labels"": [""NUM""]}]",1,4820,2022-09-04T02:51:43.889905Z,2022-09-04T02:51:43.889905Z,11.775
- Ubuntu 18.04可以通过以下命令安装[CMake](https://cmake.org/)。,7077,"[{""start"": 20, ""end"": 22, ""text"": ""命令"", ""labels"": [""NOU""]}, {""start"": 25, ""end"": 30, ""text"": ""CMake"", ""labels"": [""TOO""]}, {""start"": 32, ""end"": 50, ""text"": ""https://cmake.org/"", ""labels"": [""LIN""]}]",1,4805,2022-09-04T02:51:11.002041Z,2022-09-04T02:51:11.002041Z,25.168
    安装完成后，需要使用如下命令切换到GCC 7。,7049,"[{""start"": 16, ""end"": 18, ""text"": ""命令"", ""labels"": [""NOU""]}, {""start"": 21, ""end"": 25, ""text"": ""GCC "", ""labels"": [""TOO""]}, {""start"": 25, ""end"": 26, ""text"": ""7"", ""labels"": [""NUM""]}]",1,4777,2022-09-04T02:50:26.427320Z,2022-09-04T02:50:26.427320Z,24.647
安装昇腾AI处理器配套软件包提供的whl包，whl包随配套软件包发布。如果之前安装过昇腾AI处理器配套软件包，需要先使用如下命令卸载相应的包。,7020,"[{""start"": 2, ""end"": 14, ""text"": ""昇腾AI处理器配套软件包"", ""labels"": [""TOO""]}, {""start"": 17, ""end"": 20, ""text"": ""whl"", ""labels"": [""TOO""]}, {""start"": 42, ""end"": 54, ""text"": ""昇腾AI处理器配套软件包"", ""labels"": [""TOO""]}, {""start"": 62, ""end"": 64, ""text"": ""命令"", ""labels"": [""NOU""]}]",1,4748,2022-09-04T02:48:05.991363Z,2022-09-04T02:48:05.991363Z,48.387
安装包默认安装路径为`/usr/local/Ascend`。安装后确认当前用户有权限访问昇腾AI处理器配套软件包的安装路径，若无权限，需要root用户将当前用户添加到`/usr/local/Ascend`所在的用户组。,7018,"[{""start"": 37, ""end"": 39, ""text"": ""用户"", ""labels"": [""PER""]}, {""start"": 40, ""end"": 42, ""text"": ""权限"", ""labels"": [""NOU""]}, {""start"": 44, ""end"": 56, ""text"": ""昇腾AI处理器配套软件包"", ""labels"": [""TOO""]}, {""start"": 64, ""end"": 66, ""text"": ""权限"", ""labels"": [""NOU""]}, {""start"": 69, ""end"": 75, ""text"": ""root用户"", ""labels"": [""PER""]}, {""start"": 78, ""end"": 80, ""text"": ""用户"", ""labels"": [""PER""]}, {""start"": 105, ""end"": 108, ""text"": ""用户组"", ""labels"": [""PER""]}]",1,4746,2022-09-04T02:47:16.231605Z,2022-09-04T02:47:16.231605Z,108.711
详细安装方法请参考[Ascend Data Center Solution 22.0.RC1安装指引文档](https://support.huawei.com/enterprise/zh/doc/EDOC1100246310)。,7016,"[{""start"": 10, ""end"": 37, ""text"": ""Ascend Data Center Solution"", ""labels"": [""TOO""]}, {""start"": 38, ""end"": 42, ""text"": ""22.0"", ""labels"": [""NUM""]}, {""start"": 54, ""end"": 113, ""text"": ""https://support.huawei.com/enterprise/zh/doc/EDOC1100246310"", ""labels"": [""LIN""]}]",1,4744,2022-09-04T02:45:26.122823Z,2022-09-04T02:45:26.122823Z,25.223
如果您的环境为ARM架构，请确认当前使用的Python配套的pip版本>=19.3。使用以下命令升级pip。,7008,"[{""start"": 30, ""end"": 33, ""text"": ""pip"", ""labels"": [""TOO""]}, {""start"": 37, ""end"": 41, ""text"": ""19.3"", ""labels"": [""NUM""]}, {""start"": 46, ""end"": 48, ""text"": ""命令"", ""labels"": [""NOU""]}, {""start"": 50, ""end"": 53, ""text"": ""pip"", ""labels"": [""TOO""]}, {""start"": 21, ""end"": 27, ""text"": ""Python"", ""labels"": [""TOO""]}]",1,4736,2022-09-04T02:44:54.740261Z,2022-09-04T02:44:54.740261Z,39.24
可以通过以下命令查看Python版本。,7002,"[{""start"": 6, ""end"": 8, ""text"": ""命令"", ""labels"": [""NOU""]}, {""start"": 10, ""end"": 16, ""text"": ""Python"", ""labels"": [""TOO""]}]",1,4730,2022-09-04T02:44:11.981589Z,2022-09-04T02:44:11.981589Z,20.006
创建虚拟环境，以Python 3.7.5为例：,6995,"[{""start"": 8, ""end"": 15, ""text"": ""Python "", ""labels"": [""TOO""]}, {""start"": 15, ""end"": 20, ""text"": ""3.7.5"", ""labels"": [""NUM""]}]",1,4723,2022-09-04T02:43:48.045693Z,2022-09-04T02:43:48.045693Z,13.661
安装完成后，可以为Conda设置清华源加速下载，参考[此处](https://mirrors.tuna.tsinghua.edu.cn/help/anaconda/)。,6993,"[{""start"": 9, ""end"": 14, ""text"": ""Conda"", ""labels"": [""TOO""]}, {""start"": 16, ""end"": 19, ""text"": ""清华源"", ""labels"": [""NOU""]}, {""start"": 31, ""end"": 82, ""text"": ""https://mirrors.tuna.tsinghua.edu.cn/help/anaconda/"", ""labels"": [""LIN""]}]",1,4721,2022-09-04T02:43:33.084112Z,2022-09-04T02:43:33.084112Z,24.137
[Python](https://www.python.org/)可通过Conda进行安装。,6980,"[{""start"": 1, ""end"": 7, ""text"": ""Python"", ""labels"": [""TOO""]}, {""start"": 9, ""end"": 32, ""text"": ""https://www.python.org/"", ""labels"": [""LIN""]}, {""start"": 36, ""end"": 41, ""text"": ""Conda"", ""labels"": [""TOO""]}]",1,4708,2022-09-04T02:43:01.052538Z,2022-09-04T02:43:01.052538Z,25.063
|[CMake](#安装cmake)|3.18.3及以上|编译构建MindSpore的工具|,6974,"[{""start"": 12, ""end"": 17, ""text"": ""cmake"", ""labels"": [""TOO""]}, {""start"": 19, ""end"": 25, ""text"": ""3.18.3"", ""labels"": [""NUM""]}]",1,4702,2022-09-04T02:42:31.932216Z,2022-09-04T02:42:31.932216Z,12.631
|[gmp](#安装gmp)|6.1.2|MindSpore使用的多精度算术库|,6973,"[{""start"": 10, ""end"": 13, ""text"": ""gmp"", ""labels"": [""TOO""]}, {""start"": 15, ""end"": 20, ""text"": ""6.1.2"", ""labels"": [""NUM""]}, {""start"": 33, ""end"": 39, ""text"": ""多精度算术库"", ""labels"": [""NOU""]}, {""start"": 21, ""end"": 30, ""text"": ""MindSpore"", ""labels"": [""TOO""]}]",1,4701,2022-09-04T02:42:19.044862Z,2022-09-04T02:42:19.044862Z,29.417
|[GCC](#安装gcc)|7.3.0|用于编译MindSpore的C++编译器|,6972,"[{""start"": 10, ""end"": 13, ""text"": ""gcc"", ""labels"": [""TOO""]}, {""start"": 15, ""end"": 20, ""text"": ""7.3.0"", ""labels"": [""NUM""]}, {""start"": 35, ""end"": 38, ""text"": ""C++"", ""labels"": [""TOO""]}, {""start"": 25, ""end"": 34, ""text"": ""MindSpore"", ""labels"": [""TOO""]}]",1,4700,2022-09-04T02:41:49.364661Z,2022-09-04T02:41:49.364661Z,22.267
|[Python](#安装python)|3.7-3.9|MindSpore的使用依赖Python环境|,6970,"[{""start"": 13, ""end"": 19, ""text"": ""python"", ""labels"": [""TOO""]}, {""start"": 21, ""end"": 24, ""text"": ""3.7"", ""labels"": [""NUM""]}, {""start"": 25, ""end"": 28, ""text"": ""3.9"", ""labels"": [""NUM""]}, {""start"": 29, ""end"": 38, ""text"": ""MindSpore"", ""labels"": [""TOO""]}, {""start"": 43, ""end"": 49, ""text"": ""Python"", ""labels"": [""TOO""]}]",1,4698,2022-09-04T02:41:21.020719Z,2022-09-04T02:41:21.020719Z,42.338
|Ubuntu 18.04/CentOS 7.6/EulerOS 2.8|-|编译和运行MindSpore的操作系统|,6969,"[{""start"": 1, ""end"": 13, ""text"": ""Ubuntu 18.04"", ""labels"": [""TOO""]}, {""start"": 14, ""end"": 24, ""text"": ""CentOS 7.6"", ""labels"": [""SYS""]}, {""start"": 25, ""end"": 36, ""text"": ""EulerOS 2.8"", ""labels"": [""SYS""]}, {""start"": 44, ""end"": 53, ""text"": ""MindSpore"", ""labels"": [""TOO""]}]",1,4697,2022-09-04T02:40:38.399720Z,2022-09-04T02:40:38.399720Z,29.797
下表列出了安装MindSpore所需的系统环境和第三方依赖。,6965,"[{""start"": 7, ""end"": 16, ""text"": ""MindSpore"", ""labels"": [""TOO""]}, {""start"": 19, ""end"": 23, ""text"": ""系统环境"", ""labels"": [""NOU""]}, {""start"": 27, ""end"": 29, ""text"": ""依赖"", ""labels"": [""NOU""]}]",1,4693,2022-09-04T02:40:02.550824Z,2022-09-04T02:40:02.550824Z,17.588
## 安装MindSpore与依赖软件,6963,"[{""start"": 15, ""end"": 17, ""text"": ""依赖"", ""labels"": [""NOU""]}, {""start"": 5, ""end"": 14, ""text"": ""MindSpore"", ""labels"": [""TOO""]}]",1,4691,2022-09-04T02:39:43.374001Z,2022-09-04T02:39:43.374001Z,12.242
本文档介绍如何在Ascend 310环境的Linux系统上，使用二进制包方式快速安装MindSpore，Ascend 310版本仅支持推理。,6961,"[{""start"": 21, ""end"": 26, ""text"": ""Linux"", ""labels"": [""SYS""]}, {""start"": 8, ""end"": 14, ""text"": ""Ascend"", ""labels"": [""TOO""]}, {""start"": 15, ""end"": 18, ""text"": ""310"", ""labels"": [""NUM""]}, {""start"": 32, ""end"": 38, ""text"": ""二进制包方式"", ""labels"": [""MET""]}, {""start"": 42, ""end"": 51, ""text"": ""MindSpore"", ""labels"": [""TOO""]}, {""start"": 52, ""end"": 58, ""text"": ""Ascend"", ""labels"": [""TOO""]}, {""start"": 59, ""end"": 62, ""text"": ""310"", ""labels"": [""NUM""]}]",1,4689,2022-09-04T02:39:29.663918Z,2022-09-04T02:39:29.663918Z,52.488
    - [安装MindSpore与依赖软件](#安装mindspore与依赖软件),6947,"[{""start"": 19, ""end"": 21, ""text"": ""依赖"", ""labels"": [""TOO""]}, {""start"": 9, ""end"": 18, ""text"": ""MindSpore"", ""labels"": [""TOO""]}, {""start"": 38, ""end"": 40, ""text"": ""依赖"", ""labels"": [""NOU""]}, {""start"": 28, ""end"": 37, ""text"": ""mindspore"", ""labels"": [""TOO""]}]",1,4675,2022-09-04T02:38:22.190425Z,2022-09-04T02:38:22.190425Z,21.999
- [二进制包方式安装MindSpore Ascend 310版本](#二进制包方式安装mindspore-ascend-310版本),6946,"[{""start"": 3, ""end"": 9, ""text"": ""二进制包方式"", ""labels"": [""MET""]}, {""start"": 11, ""end"": 27, ""text"": ""MindSpore Ascend"", ""labels"": [""TOO""]}, {""start"": 28, ""end"": 31, ""text"": ""310"", ""labels"": [""NUM""]}, {""start"": 61, ""end"": 64, ""text"": ""310"", ""labels"": [""NUM""]}, {""start"": 44, ""end"": 60, ""text"": ""mindspore-ascend"", ""labels"": [""TOO""]}, {""start"": 36, ""end"": 42, ""text"": ""二进制包方式"", ""labels"": [""MET""]}]",1,4674,2022-09-04T02:37:59.926523Z,2022-09-04T02:37:59.926523Z,52.652
# 二进制包方式安装MindSpore Ascend 310版本,6942,"[{""start"": 2, ""end"": 8, ""text"": ""二进制包方式"", ""labels"": [""MET""]}, {""start"": 10, ""end"": 26, ""text"": ""MindSpore Ascend"", ""labels"": [""TOO""]}, {""start"": 27, ""end"": 30, ""text"": ""310"", ""labels"": [""NUM""]}]",1,4670,2022-09-04T02:37:03.967169Z,2022-09-04T02:37:03.967169Z,21.153
    在源码根目录下执行编译脚本`build.sh`成功后，在`output`目录下找到编译生成的whl安装包，然后执行命令进行升级。,6937,"[{""start"": 61, ""end"": 63, ""text"": ""命令"", ""labels"": [""NOU""]}, {""start"": 5, ""end"": 7, ""text"": ""源码"", ""labels"": [""NOU""]}, {""start"": 50, ""end"": 53, ""text"": ""whl"", ""labels"": [""TOO""]}]",1,4665,2022-09-04T02:36:39.855252Z,2022-09-04T02:36:39.855252Z,38.444
当需要升级MindSpore版本时，可执行如下命令：,6927,"[{""start"": 23, ""end"": 25, ""text"": ""命令"", ""labels"": [""NOU""]}, {""start"": 5, ""end"": 14, ""text"": ""MindSpore"", ""labels"": [""TOO""]}]",1,4655,2022-09-04T02:35:53.197998Z,2022-09-04T02:35:53.197998Z,11.107
