head,tail,relation,score
路径,命令,创建或使用关联,0.9625676870346069
路径,/usr/local/cuda,详情参考,0.9108035564422607
命令,/usr/local/cuda,详情参考,0.965218722820282
Python,https://www.python.org/,使用参考,0.9561797380447388
Conda,Python,工具安装,0.9929229021072388
niconda3-py,37_4.,编译安装,0.9643813967704773
niconda3-py,10.,版本,0.9973775148391724
niconda3-py,3-Linux-x86_64,编译安装,0.9122903347015381
37_4.,10.,版本,0.995586633682251
37_4.,3-Linux-x86_64,编译安装,0.98967045545578
10.,3-Linux-x86_64,版本,0.9965811371803284
iniconda,3/e,编译安装,0.9630936980247498
iniconda,t,使用参考,0.9724379777908325
iniconda,c,工具安装,0.9909512996673584
iniconda,/,使用参考,0.9728560447692871
iniconda,p,工具安装,0.9912368059158325
iniconda,r,使用参考,0.9714105725288391
iniconda,o,工具安装,0.9885155558586121
iniconda,f,使用参考,0.9714581370353699
iniconda,i,工具安装,0.9875685572624207
iniconda,le.d/co,使用参考,0.9728701710700989
iniconda,n,工具安装,0.9903684854507446
iniconda,d,使用参考,0.9725947380065918
iniconda,a,工具安装,0.9921733140945435
iniconda,.,使用参考,0.9716687798500061
iniconda,sh,工具安装,0.9913331866264343
3/e,t,使用参考,0.9133680462837219
3/e,c,编译安装,0.9154592156410217
3/e,/,使用参考,0.945207417011261
3/e,r,使用参考,0.9211821556091309
3/e,o,编译安装,0.9814929366111755
3/e,f,使用参考,0.9290663599967957
3/e,i,编译安装,0.9851963520050049
3/e,le.d/co,使用参考,0.9429782032966614
3/e,n,编译安装,0.909514844417572
3/e,d,使用参考,0.9133068919181824
3/e,a,编译安装,0.8688047528266907
3/e,.,使用参考,0.931083083152771
t,c,使用参考,0.9724938869476318
t,/,使用参考,0.957331120967865
t,p,使用参考,0.9716688990592957
t,r,使用参考,0.9412034153938293
t,o,使用参考,0.9724459052085876
t,f,使用参考,0.9502623081207275
t,i,使用参考,0.9725012183189392
t,le.d/co,使用参考,0.9582905173301697
t,n,使用参考,0.9728376865386963
t,d,使用参考,0.9557378888130188
t,a,使用参考,0.9729793667793274
t,.,使用参考,0.9519181251525879
t,sh,使用参考,0.9690736532211304
c,/,使用参考,0.9726216793060303
c,p,工具安装,0.9881686568260193
c,r,使用参考,0.9718234539031982
c,o,工具安装,0.9880152344703674
c,f,使用参考,0.9721164703369141
c,i,工具安装,0.9890314936637878
c,le.d/co,使用参考,0.9728336334228516
c,n,工具安装,0.9894078969955444
c,d,使用参考,0.9728090167045593
c,a,工具安装,0.9879783391952515
c,.,使用参考,0.9710917472839355
c,sh,工具安装,0.9914324283599854
/,p,使用参考,0.9724951386451721
/,r,使用参考,0.951847493648529
/,o,使用参考,0.9728715419769287
/,f,使用参考,0.9573992490768433
/,i,使用参考,0.9725587368011475
/,le.d/co,使用参考,0.9538246989250183
/,n,使用参考,0.9725168943405151
/,d,使用参考,0.9594565033912659
/,a,使用参考,0.9725971817970276
/,.,使用参考,0.9596455097198486
/,sh,使用参考,0.967563271522522
p,r,使用参考,0.9710084199905396
p,o,工具安装,0.9884181618690491
p,f,使用参考,0.9690043926239014
p,i,工具安装,0.9877474308013916
p,le.d/co,使用参考,0.9678492546081543
p,n,工具安装,0.9889187216758728
p,d,使用参考,0.972318172454834
p,a,工具安装,0.9878138303756714
p,.,使用参考,0.9711331129074097
p,sh,工具安装,0.9915969967842102
r,o,使用参考,0.9706296920776367
r,f,使用参考,0.9351933598518372
r,i,使用参考,0.9705162644386292
r,le.d/co,使用参考,0.9402911067008972
r,n,使用参考,0.9711353778839111
r,d,使用参考,0.9325451254844666
r,a,使用参考,0.9722291827201843
r,.,使用参考,0.9476819634437561
r,sh,使用参考,0.9720284938812256
o,f,使用参考,0.9712087512016296
o,i,工具安装,0.9868354797363281
o,le.d/co,使用参考,0.9722446203231812
o,n,工具安装,0.9896039962768555
o,d,使用参考,0.9729303121566772
o,a,工具安装,0.9912294149398804
o,.,使用参考,0.9722384214401245
o,sh,工具安装,0.989935576915741
f,i,使用参考,0.9711602330207825
f,le.d/co,使用参考,0.9503681659698486
f,n,使用参考,0.9715834856033325
f,d,使用参考,0.9419507384300232
f,a,使用参考,0.9724499583244324
f,.,使用参考,0.9532455205917358
f,sh,使用参考,0.9718343615531921
i,le.d/co,使用参考,0.9722440242767334
i,n,工具安装,0.9876207709312439
i,d,使用参考,0.9728661179542542
i,a,工具安装,0.9909960627555847
i,.,使用参考,0.9715496897697449
i,sh,工具安装,0.9897543787956238
le.d/co,n,使用参考,0.9725832939147949
le.d/co,d,使用参考,0.9332863092422485
le.d/co,a,使用参考,0.9728438854217529
le.d/co,.,使用参考,0.9454335570335388
le.d/co,sh,使用参考,0.9709595441818237
n,d,使用参考,0.9726138710975647
n,a,工具安装,0.9882848262786865
n,.,使用参考,0.9703946113586426
n,sh,工具安装,0.9913699626922607
d,a,使用参考,0.9726988077163696
d,.,使用参考,0.954181432723999
d,sh,使用参考,0.9687846899032593
a,.,使用参考,0.970846951007843
a,sh,工具安装,0.991331934928894
.,sh,使用参考,0.966045081615448
conda,"init bash
",工具安装,0.9892338514328003
Conda,清华源,使用安装,0.9928079843521118
Conda,https://mirrors.tuna.tsinghua.edu.cn/help/anaconda/,使用参考,0.9381293058395386
清华源,https://mirrors.tuna.tsinghua.edu.cn/help/anaconda/,详情参考,0.9896184802055359
虚拟环境,Python,使用安装,0.9909963607788086
虚拟环境,3.7.5,版本,0.9408048987388611
Python,3.7.5,版本,0.9973735809326172
conda,create,工具安装,0.9922245740890503
conda,mindpy3,工具安装,0.9810170531272888
conda,python,工具安装,0.9915504455566406
conda,3.7.5,版本,0.9973664879798889
create,mindpy3,工具安装,0.9815037250518799
create,python,工具安装,0.9890882968902588
create,3.7.5,版本,0.9973577857017517
mindpy3,python,工具安装,0.8844090104103088
mindpy3,3.7.5,版本,0.9973315000534058
python,3.7.5,版本,0.9973684549331665
APT,Python,安装,0.9549844264984131
Python,命令,使用安装,0.9919120073318481
oftware-properties-common,"y
",工具安装,0.9648072123527527
tall,python3,工具安装,0.9541983604431152
tall,.7,版本,0.9973830580711365
tall,".7-dev python3.7-distutils python3-pip -y
",编译安装,0.9103405475616455
python3,.7,版本,0.9973897337913513
python3,".7-dev python3.7-distutils python3-pip -y
",编译安装,0.9387145042419434
.7,".7-dev python3.7-distutils python3-pip -y
",版本,0.9970448613166809
python,ht,工具安装,0.9527759552001953
python,tps://repo.huaweicloud.com/repository/pypi/simple,使用参考,0.9711834788322449
pip installpip,tps://repo.huaweicloud.com/repository/pypi/simple,使用参考,0.8609583377838135
ht,tps://repo.huaweicloud.com/repository/pypi/simple,使用参考,0.9720620512962341
pipconfig set global.index-url,"https://repo.huaweicloud.com/repository/pypi/simple
",编译安装,0.8886280655860901
Python,版本,使用安装,0.9928923845291138
Python,命令,使用安装,0.9923970103263855
Python,3.7,版本,0.9973835349082947
版本,命令,创建或使用关联,0.9861430525779724
命令,Python,使用安装,0.9932525753974915
命令,版本,创建或使用关联,0.9900118708610535
Python,版本,使用安装,0.9930456280708313
wheel,setuptools,工具安装,0.9928832054138184
Python,命令,使用安装,0.9915260672569275
GCC git,依赖,使用安装,0.9923566579818726
命令,GCC,使用安装,0.9933786392211914
命令,git，Autoconf，Libtool,使用安装,0.9932990074157715
命令,utomake,使用安装,0.9931474328041077
命令,patch，NUMA,使用安装,0.9934410452842712
GCC,git，Autoconf，Libtool,工具安装,0.9921231865882874
GCC,utomake,工具安装,0.9920525550842285
GCC,patch，NUMA,工具安装,0.9907296299934387
git，Autoconf，Libtool,utomake,工具安装,0.9922226071357727
git，Autoconf，Libtool,patch，NUMA,工具安装,0.9902680516242981
utomake,patch，NUMA,工具安装,0.9908073544502258
版本,GCC,使用安装,0.9932301044464111
版本,命令,创建或使用关联,0.988389253616333
GCC,命令,使用安装,0.9916061162948608
GCC,CUDA,工具安装,0.993104875087738
GCC,10.1,版本,0.9973861575126648
CUDA,10.1,版本,0.9973874688148499
命令,CMake,使用安装,0.9931926131248474
命令,https://cmake.org/,详情参考,0.8284287452697754
CMake,https://cmake.org/,使用参考,0.9735605120658875
wget,https://apt.kitware.com/keys/kitware-archive-latest.asc 2>/dev/nul,使用参考,0.9584901332855225
命令,Open MPI,使用安装,0.9933736324310303
命令,https://www.open-mpi.org/,详情参考,0.9214879274368286
Open MPI,https://www.open-mpi.org/,使用参考,0.9735935926437378
curl,"https://download.open-mpi.org/release/open-mpi/v4.0/openmpi-4.0.3.tar.gz
",编译安装,0.9376032948493958
命令,LLVM,使用安装,0.9931970834732056
命令,https://llvm.org/,详情参考,0.8103287220001221
LLVM,https://llvm.org/,使用参考,0.9737376570701599
CUDA,cuD,工具安装,0.8318786025047302
CUDA,https://developer.nvidia.com/nvidia-tensorrt-7x-download,使用参考,0.8463708162307739
CUDA,nsorR,工具安装,0.8429495096206665
CUDA,AR格,工具安装,0.8213961720466614
CUDA,.2.,版本,0.9973479509353638
CUDA,x,使用安装,0.9868854284286499
CUDA,命令,使用安装,0.9796035885810852
cuD,TensorR,工具安装,0.8027830123901367
cuD,nsorR,工具安装,0.8676468133926392
cuD,AR格,工具安装,0.8946670889854431
cuD,.2.,版本,0.9972910284996033
cuD,untu-18.04.,上面安装,0.8518038988113403
cuD,x,使用安装,0.9852908849716187
cuD,命令,使用安装,0.9745513796806335
TensorR,nsorR,工具安装,0.8583726286888123
TensorR,AR格,工具安装,0.857299268245697
TensorR,.2.,版本,0.9972763657569885
TensorR,untu-18.04.,上面安装,0.8747681975364685
TensorR,x,使用安装,0.9825659990310669
TensorR,命令,使用安装,0.9698243141174316
https://developer.nvidia.com/nvidia-tensorrt-7x-download,nsorR,使用参考,0.8825268149375916
https://developer.nvidia.com/nvidia-tensorrt-7x-download,.2.,版本,0.8994548320770264
https://developer.nvidia.com/nvidia-tensorrt-7x-download,x,详情参考,0.9505639672279358
https://developer.nvidia.com/nvidia-tensorrt-7x-download,8dnn8.0,使用参考,0.8463209271430969
https://developer.nvidia.com/nvidia-tensorrt-7x-download,命令,详情参考,0.9372404217720032
nsorR,.2.,版本,0.9973098039627075
nsorR,untu-18.04.,上面安装,0.8978069424629211
nsorR,x,使用安装,0.9818019270896912
nsorR,命令,使用安装,0.9652783870697021
AR格,.2.,版本,0.9973311424255371
AR格,x,使用安装,0.9812026023864746
AR格,命令,使用安装,0.9755644798278809
.2.,untu-18.04.,版本,0.993129551410675
.2.,x,版本,0.985235333442688
.2.,8dnn8.0,版本,0.9969520568847656
.2.,命令,版本,0.9560756683349609
untu-18.04.,8dnn8.0,上面安装,0.905224621295929
.2.,untu-18,版本,0.9966533780097961
.2.,.04.,版本,0.997334361076355
untu-18,.04.,版本,0.9965732097625732
cd TensorR,7.2.2.,版本,0.9941242337226868
nvcc,路径,使用安装,0.9931557774543762
nvcc,环境变量,使用安装,0.9895472526550293
nvcc,CUDA,工具安装,0.9915498495101929
路径,环境变量,创建或使用关联,0.982245683670044
路径,CUDA,使用安装,0.993302583694458
环境变量,CUDA,使用安装,0.9931733012199402
CUDA,版本,使用安装,0.9922399520874023
CUDA,路径,使用安装,0.9927477240562439
CUDA,命令,使用安装,0.9920827150344849
CUDA,/usr/local/cuda,使用参考,0.9669352173805237
版本,路径,创建或使用关联,0.9664955139160156
版本,命令,创建或使用关联,0.9661720395088196
版本,/usr/local/cuda,详情参考,0.9610220789909363
路径,命令,创建或使用关联,0.9625676870346069
路径,/usr/local/cuda,详情参考,0.9108035564422607
命令,/usr/local/cuda,详情参考,0.965218722820282
MindSpore,脚本,使用安装,0.9921804666519165
线程,8,版本,0.9905125498771667
github,依赖,使用安装,0.9927138686180115
github,源码,使用安装,0.9870519638061523
github,gitee,工具安装,0.9926522374153137
github,镜像,使用安装,0.9907469749450684
依赖,源码,创建或使用关联,0.9900122880935669
依赖,gitee,使用安装,0.9926573634147644
依赖,镜像,创建或使用关联,0.9898298382759094
源码,gitee,使用安装,0.9913008809089661
源码,镜像,创建或使用关联,0.990336537361145
gitee,镜像,使用安装,0.9917423725128174
pip install output/mindspore_gpu-*.whlhttps://py,"pi.tuna.tsinghua.edu.cn/simple
",编译安装,0.8817731738090515
MindSpore,安装包,使用安装,0.8509342670440674
MindSpore,https://gitee.com/mindspore/mindspore/blob/r1.7/setup.py,使用参考,0.8760900497436523
MindSpore,ModelZoo,工具安装,0.9851227402687073
MindSpore,https://gitee.com/mindspore/models/tree/r1.7/,使用参考,0.9691688418388367
MindSpore,https://gitee.com/mindspore/mindspore/blob/r1.7/requirements.txt,使用参考,0.8978310823440552
安装包,https://gitee.com/mindspore/mindspore/blob/r1.7/setup.py,详情参考,0.988831102848053
安装包,ModelZoo,使用安装,0.9191285967826843
安装包,https://gitee.com/mindspore/models/tree/r1.7/,详情参考,0.9851882457733154
安装包,https://gitee.com/mindspore/mindspore/blob/r1.7/requirements.txt,详情参考,0.9888064861297607
依赖,https://gitee.com/mindspore/mindspore/blob/r1.7/setup.py,详情参考,0.988921046257019
依赖,https://gitee.com/mindspore/models/tree/r1.7/,详情参考,0.9839036464691162
依赖,https://gitee.com/mindspore/mindspore/blob/r1.7/requirements.txt,详情参考,0.9888024926185608
https://gitee.com/mindspore/mindspore/blob/r1.7/setup.py,ModelZoo,使用参考,0.8406226634979248
https://gitee.com/mindspore/mindspore/blob/r1.7/setup.py,https://gitee.com/mindspore/models/tree/r1.7/,使用参考,0.9645781517028809
https://gitee.com/mindspore/mindspore/blob/r1.7/setup.py,https://gitee.com/mindspore/mindspore/blob/r1.7/requirements.txt,使用参考,0.9009479880332947
ModelZoo,https://gitee.com/mindspore/models/tree/r1.7/,使用参考,0.9690826535224915
ModelZoo,https://gitee.com/mindspore/mindspore/blob/r1.7/requirements.txt,使用参考,0.8931710720062256
https://gitee.com/mindspore/models/tree/r1.7/,https://gitee.com/mindspore/mindspore/blob/r1.7/requirements.txt,使用参考,0.9365211129188538
MindSpore,version,工具安装,0.9924445748329163
MindSpore,版本,使用安装,0.9908835291862488
version,版本,使用安装,0.9850990772247314
mport,mpy,工具安装,0.9923591017723083
mindspore,poTensor,工具安装,0.9908376336097717
por,mindspore,工具安装,0.992493212223053
por,context,工具安装,0.9927132725715637
mindspore,context,工具安装,0.9926459789276123
Tensor,p.one,工具安装,0.9928820133209229
Tensor,one,工具安装,0.9930251836776733
MindSpore,版本,使用安装,0.9920803904533386
MindSpore,版本,使用安装,0.9925768971443176
MindSpore,命令,使用安装,0.9912053942680359
版本,命令,创建或使用关联,0.9892376661300659
pip install,-upgrade,工具安装,0.9923464059829712
pip install,mindspore-gpu,工具安装,0.9921584129333496
-upgrade,mindspore-gpu,工具安装,0.990576982498169
1.3.0,版本,版本,0.8973731398582458
1.3.0,CUDA,版本,0.9973610043525696
1.3.0,CUDA1,版本,0.9973611235618591
1.3.0,0,版本,0.9973727464675903
1.3.0,wheel,版本,0.9973477125167847
版本,CUDA,使用安装,0.9929420948028564
版本,CUDA1,使用安装,0.9929413795471191
版本,0,版本,0.9837794899940491
版本,wheel,使用安装,0.9919982552528381
CUDA,CUDA1,工具安装,0.9932739734649658
CUDA,0,版本,0.9973617196083069
CUDA,wheel,工具安装,0.9931758046150208
CUDA1,0,版本,0.9973620772361755
CUDA1,wheel,工具安装,0.9931746125221252
0,wheel,版本,0.9973506927490234
源码,脚本,创建或使用关联,0.9786792397499084
源码,whl,使用安装,0.9929357171058655
源码,安装包,创建或使用关联,0.9271162152290344
源码,命令,创建或使用关联,0.9727621078491211
脚本,whl,使用安装,0.9920420050621033
脚本,安装包,创建或使用关联,0.9469262957572937
脚本,命令,创建或使用关联,0.9785374402999878
whl,安装包,使用安装,0.9919841885566711
whl,命令,使用安装,0.9911503791809082
安装包,命令,创建或使用关联,0.9557738304138184
pipinstall,upgrade,工具安装,0.9538627862930298
pipinstall,.whl,工具安装,0.9714916348457336
upgrade,.whl,工具安装,0.991672694683075
pip方式,MindSpore GPU,安装,0.990696907043457
MindSpore GPU,版本,使用安装,0.9797576069831848
pip方式,MindSpore GPU,安装,0.9910563230514526
pip方式,版本,安装,0.8614661693572998
pip方式,mindspore-gpu,安装,0.9910606741905212
MindSpore GPU,mindspore-gpu,安装,0.9907193779945374
cuDN,cudnn,工具安装,0.9930543303489685
GCC,gmp,工具安装,0.9929106831550598
gmp,gcc,工具安装,0.9926924109458923
Open MPI,open-mpi-,工具安装,0.9931366443634033
TensorR,tensorrt,工具安装,0.9932165741920471
MindSpore,版本,使用安装,0.9925893545150757
版本,mindspore,使用安装,0.9913382530212402
https://gitee.com/mindspore/docs/blob/r1.7/install/mindspore_gpu_install_pip.md,https://mindspore-website.obs.cn-north-4.myhuaweicloud.com/website-images/r1.7/resource/_static/logo_source.png,使用参考,0.855941116809845
GPU,Linux,上面安装,0.9867469072341919
GPU,pip方式,安装,0.9800342321395874
GPU,Ubuntu 18.04,上面安装,0.9892966151237488
Linux,MindSpore,上面安装,0.9804331064224243
Linux,Ubuntu 18.04,上面安装,0.9887306094169617
pip方式,MindSpore,安装,0.9897614121437073
pip方式,Ubuntu 18.04,安装,0.8603643178939819
MindSpore,Ubuntu 18.04,上面安装,0.9569600820541382
GP,U,工具安装,0.990127444267273
GP,Ubuntu 18.04,上面安装,0.9882259368896484
GP,pip,工具安装,0.9854303598403931
GP,MindSpore,工具安装,0.9892634749412537
GP,脚本,使用安装,0.988775372505188
GP,依赖,使用安装,0.9902145862579346
U,Ubuntu 18.04,上面安装,0.9881085753440857
U,pip,工具安装,0.9851644039154053
U,MindSpore,工具安装,0.9891207218170166
U,脚本,使用安装,0.9891050457954407
U,依赖,使用安装,0.9906795620918274
Ubuntu 18.04,pip,上面安装,0.9491117000579834
Ubuntu 18.04,MindSpore,上面安装,0.9724562764167786
Ubuntu 18.04,脚本,使用安装,0.8108413815498352
Ubuntu 18.04,依赖,使用安装,0.8760376572608948
pip,MindSpore,工具安装,0.9865849018096924
pip,脚本,使用安装,0.975960373878479
pip,https://gitee.com/mindspore/mindspore/raw/r1.7/scripts/install/ubuntu-gpu-pip.sh,使用参考,0.8671656250953674
pip,依赖,使用安装,0.9873749017715454
MindSpore,脚本,使用安装,0.9908545017242432
MindSpore,https://gitee.com/mindspore/mindspore/raw/r1.7/scripts/install/ubuntu-gpu-pip.sh,使用参考,0.8605365753173828
MindSpore,依赖,使用安装,0.9906430840492249
脚本,https://gitee.com/mindspore/mindspore/raw/r1.7/scripts/install/ubuntu-gpu-pip.sh,详情参考,0.9791350364685059
https://gitee.com/mindspore/mindspore/raw/r1.7/scripts/install/ubuntu-gpu-pip.sh,依赖,详情参考,0.979552686214447
系统,依赖,创建或使用关联,0.8533632755279541
系统,CUDA,使用安装,0.9930353164672852
系统,Python,使用安装,0.9930330514907837
系统,GCC,使用安装,0.993020236492157
依赖,CUDA,使用安装,0.9932188391685486
依赖,Python,使用安装,0.9932188391685486
依赖,GCC,使用安装,0.9932278990745544
脚本,系统,创建或使用关联,0.9856378436088562
脚本,NVIDIA GPU驱,使用安装,0.9930528998374939
脚本,CUD,使用安装,0.9924231171607971
脚本,版本,创建或使用关联,0.9886109232902527
脚本,指令,创建或使用关联,0.9855029582977295
系统,NVIDIA GPU驱,使用安装,0.9924216866493225
系统,CUD,使用安装,0.9909676909446716
系统,版本,创建或使用关联,0.9862726330757141
系统,9,版本,0.8161420822143555
系统,50.80.0,版本,0.9289058446884155
系统,指令,创建或使用关联,0.9837961196899414
NVIDIA GPU驱,CUD,上面安装,0.9332636594772339
NVIDIA GPU驱,10,版本,0.9967136383056641
NVIDIA GPU驱,版本,使用安装,0.989436149597168
NVIDIA GPU驱,418.3,版本,0.9972580671310425
NVIDIA GPU驱,9,版本,0.9972142577171326
NVIDIA GPU驱,50.80.0,版本,0.9973364472389221
NVIDIA GPU驱,指令,使用安装,0.990407407283783
CUD,10,版本,0.9968791007995605
CUD,版本,使用安装,0.9890916347503662
CUD,418.3,版本,0.9969362020492554
CUD,9,版本,0.9972522854804993
CUD,50.80.0,版本,0.9971449971199036
CUD,指令,使用安装,0.9897894263267517
10,418.3,版本,0.9959832429885864
10,9,版本,0.9957482218742371
10,50.80.0,版本,0.9954015016555786
版本,418.3,版本,0.8643838763237
版本,9,版本,0.895771861076355
版本,50.80.0,版本,0.9588454365730286
版本,指令,创建或使用关联,0.9839207530021667
418.3,9,版本,0.9963847398757935
418.3,50.80.0,版本,0.9963359832763672
418.3,指令,版本,0.9193362593650818
9,50.80.0,版本,0.9966201782226562
9,指令,版本,0.914969801902771
50.80.0,指令,版本,0.9639764428138733
GPU驱,命令,使用安装,0.991609513759613
脚本,软件源,创建或使用关联,0.9397331476211548
脚本,依赖,创建或使用关联,0.9563271403312683
脚本,权限,创建或使用关联,0.9088979363441467
脚本,命令,创建或使用关联,0.9755580425262451
脚本,MindSpore,使用安装,0.9931557774543762
脚本,1.6.0,版本,0.978509247303009
软件源,依赖,创建或使用关联,0.9150300025939941
软件源,权限,创建或使用关联,0.8701663613319397
软件源,命令,创建或使用关联,0.9648897647857666
软件源,MindSpore,使用安装,0.9915701150894165
软件源,1.6.0,版本,0.9732365608215332
APT,1.6.0,版本,0.9971057772636414
依赖,命令,创建或使用关联,0.9203104972839355
依赖,MindSpore,使用安装,0.9895271062850952
依赖,1.6.0,版本,0.9819781184196472
root,MindSpore,工具安装,0.9407322406768799
root,1.6.0,版本,0.9964768290519714
权限,命令,创建或使用关联,0.9366756081581116
权限,MindSpore,使用安装,0.9863880276679993
权限,1.6.0,版本,0.9763705730438232
命令,MindSpore,使用安装,0.9893240332603455
命令,1.6.0,版本,0.9792335629463196
MindSpore,1.6.0,版本,0.9973357319831848
wget,"https://gitee.com/mindspore/mindspore/raw/r1.7/scripts/install/ubuntu-gpu-pip.sh
",编译安装,0.9703823328018188
MindSpore,1.7.0,版本,0.9973844885826111
MindSpore,Python ,工具安装,0.9903090596199036
MindSpore,3.7,版本,0.997373104095459
MindSpore,CUDA,工具安装,0.9921782612800598
MindSpore,11.1,版本,0.9973913431167603
1.7.0,Python ,版本,0.9973983764648438
1.7.0,3.7,版本,0.9973540306091309
1.7.0,CUDA,版本,0.9974064230918884
1.7.0,11.1,版本,0.9973746538162231
Python ,3.7,版本,0.9973811507225037
Python ,CUDA,工具安装,0.992974042892456
Python ,11.1,版本,0.997399091720581
3.7,CUDA,版本,0.9974079728126526
3.7,11.1,版本,0.9973554611206055
CUDA,11.1,版本,0.9974043965339661
Python,3.9,版本,0.9973909258842468
Python,CUDA,安装,0.8258421421051025
Python,10.1,版本,0.9974038004875183
Python,1.6.0,版本,0.9974079728126526
3.9,CUDA,版本,0.9974035620689392
3.9,10.1,版本,0.9973888993263245
3.9,MindSpore,版本,0.9973993301391602
3.9,1.6.0,版本,0.9973917007446289
CUDA,10.1,版本,0.9974092841148376
CUDA,1.6.0,版本,0.9974116683006287
10.1,MindSpore,版本,0.997403085231781
10.1,1.6.0,版本,0.9973893761634827
MindSpore,1.6.0,版本,0.997408926486969
软件,源,工具安装,0.9923575520515442
MindSpore,依赖,使用安装,0.9933506846427917
MindSpore,GCC,工具安装,0.9931465983390808
MindSpore,gmp,工具安装,0.9931036829948425
依赖,GCC,使用安装,0.9933265447616577
依赖,gmp,使用安装,0.9933439493179321
GCC,gmp,工具安装,0.9930967688560486
APT,Python,安装,0.9489433765411377
APT,3,版本,0.9973638653755188
APT,pip3,安装,0.9818277955055237
Python,3,版本,0.9973835349082947
Python,pip3,工具安装,0.9930421113967896
3,pip3,版本,0.9973701238632202
CUDA,cuD,工具安装,0.9930467009544373
pip,MindSpore GPU,工具安装,0.9930919408798218
pip,版本,使用安装,0.9929060935974121
MindSpore GPU,版本,使用安装,0.9931373596191406
OPENMPI,Open MPI,工具安装,0.9932030439376831
脚本,终端窗口,创建或使用关联,0.9900133609771729
脚本,环境变量,创建或使用关联,0.9913066029548645
终端窗口,环境变量,创建或使用关联,0.9916350841522217
MindSpore GPU,系统环境,使用安装,0.9881282448768616
MindSpore GPU,依赖,使用安装,0.9933221936225891
系统环境,依赖,创建或使用关联,0.9903119802474976
软件名称,版本,创建或使用关联,0.989840030670166
Ubuntu|18.04,MindSpore,上面安装,0.989801824092865
CUDA,10.111.1,工具安装,0.9863467812538147
CUDA,MindSpore GPU,工具安装,0.9932131767272949
CUDA,计算架构,使用安装,0.9929682612419128
cuda,10.111.1,工具安装,0.9802085161209106
cuda,MindSpore GPU,工具安装,0.9930800795555115
cuda,计算架构,使用安装,0.9909504055976868
10.111.1,MindSpore GPU,工具安装,0.9908677339553833
10.111.1,计算架构,创建或使用关联,0.8792364001274109
MindSpore GPU,计算架构,使用安装,0.9933071732521057
cuDN,cudnn,工具安装,0.993087112903595
cuDN,7.6.x,版本,0.9973924160003662
cuDN,8.0.x,版本,0.9973918199539185
cuDN,MindSpore GPU,工具安装,0.9930307269096375
cuDN,速库,使用安装,0.9923878908157349
cudnn,7.6.x,版本,0.9973957538604736
cudnn,8.0.x,版本,0.9974035620689392
cudnn,MindSpore GPU,工具安装,0.9929214119911194
cudnn,速库,使用安装,0.9908909201622009
7.6.x,8.0.x,版本,0.9973706007003784
7.6.x,MindSpore GPU,版本,0.99739009141922
7.6.x,速库,版本,0.9790151119232178
8.0.x,MindSpore GPU,版本,0.9973920583724976
8.0.x,速库,版本,0.9819800853729248
MindSpore GPU,速库,使用安装,0.9930065870285034
Python,3.7-3.9,版本,0.99737548828125
Python,MindSpore,工具安装,0.9931024312973022
Python,依赖,使用安装,0.9923417568206787
Python,环境,使用安装,0.9899895191192627
python,3.7-3.9,版本,0.9973837733268738
python,MindSpore,工具安装,0.9929487705230713
python,依赖,使用安装,0.9820550084114075
python,环境,使用安装,0.9762617349624634
3.7-3.9,MindSpore,版本,0.9974057078361511
3.7-3.9,依赖,版本,0.9542754292488098
3.7-3.9,环境,版本,0.9495054483413696
MindSpore,依赖,使用安装,0.992510199546814
MindSpore,环境,使用安装,0.990301251411438
依赖,环境,创建或使用关联,0.9906358122825623
GCC,gmp,工具安装,0.9929982423782349
GCC,7.3.0,版本,0.9973873496055603
GCC,9.4.0,版本,0.9973861575126648
GCC,MindSpore,工具安装,0.9931296706199646
GCC,C++,工具安装,0.9930514097213745
gcc,gmp,工具安装,0.9919816851615906
gcc,7.3.0,版本,0.9974018335342407
gcc,9.4.0,版本,0.9974094033241272
gcc,MindSpore,工具安装,0.9928265810012817
gcc,C++,工具安装,0.9926199316978455
gmp,7.3.0,版本,0.9973949193954468
gmp,9.4.0,版本,0.9973936080932617
gmp,MindSpore,工具安装,0.9930638670921326
gmp,C++,工具安装,0.9929473400115967
7.3.0,9.4.0,版本,0.9973867535591125
7.3.0,MindSpore,版本,0.9973952770233154
7.3.0,C++,版本,0.9973950386047363
9.4.0,MindSpore,版本,0.9974017143249512
9.4.0,C++,版本,0.9974011182785034
MindSpore,C++,工具安装,0.9930911064147949
gmp,gcc,工具安装,0.9928082227706909
gmp,6.1.2,版本,0.9973844885826111
gmp,MindSpore,工具安装,0.9930588006973267
gmp,多精度算术库,使用安装,0.9931613206863403
gcc,6.1.2,版本,0.997394323348999
gcc,MindSpore,工具安装,0.9929405450820923
gcc,多精度算术库,使用安装,0.9925999641418457
6.1.2,MindSpore,版本,0.9973973035812378
6.1.2,多精度算术库,版本,0.9342125058174133
MindSpore,多精度算术库,使用安装,0.9932647943496704
Open MPI,open-mpi,工具安装,0.9929091930389404
Open MPI,4.0.3,版本,0.9973911046981812
Open MPI,MindSpore,工具安装,0.9929982423782349
Open MPI,高性能消息传递库,使用安装,0.9932327270507812
Open MPI,单机多卡,使用安装,0.9933668971061707
Open MPI,多机多卡,使用安装,0.9932165741920471
open-mpi,4.0.3,版本,0.9973975419998169
open-mpi,MindSpore,工具安装,0.9928659200668335
open-mpi,高性能消息传递库,使用安装,0.992793083190918
